301	0   7811	0	0.807508	bm25
301	0	41863	172	0.807466	bm25
301	0	15275	173	0.807466	bm25
301	0	46172	174	0.807465	bm25
301	0	12776	175	0.807465	bm25
301	0	57356	176	0.807464	bm25
301	0	41103	177	0.807464	bm25
301	0	57365	178	0.807463	bm25
301	0	15077	179	0.807463	bm25
301	0	61086	180	0.807463	bm25
301	0	42540	181	0.807462	bm25
301	0	3190	182	0.807462	bm25
301	0	28808	183	0.807461	bm25
301	0	60000	184	0.807461	bm25
301	0	12487	185	0.807461	bm25
301	0	49567	186	0.80746	bm25
301	0	41087	187	0.80746	bm25
301	0	16455	188	0.80746	bm25
301	0	65446	189	0.807459	bm25
301	0	42499	190	0.807459	bm25
301	0	60093	191	0.807459	bm25
301	0	38466	192	0.807459	bm25
301	0	67161	193	0.807458	bm25
301	0	44181	194	0.807458	bm25
301	0	24890	195	0.807458	bm25
301	0	41926	196	0.807457	bm25
301	0	30645	197	0.807457	bm25
301	0	65447	198	0.807456	bm25
301	0	22596	199	0.807455	bm25
301	0	41108	200	0.807454	bm25
301	0	23457	201	0.807452	bm25
301	0	19420	202	0.807452	bm25
301	0	34526	203	0.807451	bm25
301	0	60752	204	0.807451	bm25
301	0	47046	205	0.80745	bm25
301	0	22406	206	0.80745	bm25
301	0	45564	207	0.807449	bm25
301	0	26397	208	0.807449	bm25
301	0	04048	209	0.807448	bm25
301	0	9413237	210	0.807448	bm25
301	0	68669	211	0.807448	bm25
301	0	41387	212	0.807448	bm25
301	0	31267	213	0.807448	bm25
301	0	1206	214	0.807446	bm25
301	0	3304	215	0.807446	bm25
301	0	49889	216	0.807445	bm25
301	0	39473	217	0.807444	bm25
301	0	0811890074	218	0.807442	bm25
301	0	14406	219	0.807442	bm25
301	0	22068	220	0.807441	bm25
301	0	38635	221	0.80744	bm25
301	0	17006	222	0.80744	bm25
301	0	2931	223	0.807439	bm25
301	0	7833	224	0.807438	bm25
301	0	22166	225	0.807438	bm25
301	0	7969	226	0.807438	bm25
301	0	0128890019	227	0.807435	bm25
301	0	13542	228	0.807432	bm25
301	0	13264	229	0.807431	bm25
301	0	19853	230	0.807431	bm25
301	0	32488	231	0.80743	bm25
301	0	49317	232	0.807429	bm25
301	0	41385	233	0.807429	bm25
301	0	42715	234	0.807428	bm25
301	0	60252	235	0.807427	bm25
301	0	15218	236	0.807427	bm25
301	0	37641	237	0.807425	bm25
301	0	46780	238	0.807424	bm25
301	0	41221	239	0.807424	bm25
301	0	21302	240	0.807424	bm25
301	0	27916	241	0.807424	bm25
301	0	50212	242	0.807423	bm25
301	0	55302	243	0.807423	bm25
301	0	20431	244	0.807422	bm25
301	0	2721	245	0.807421	bm25
301	0	0304890005	246	0.80742	bm25
301	0	9716	247	0.80742	bm25
301	0	39566	248	0.80742	bm25
301	0	24197	249	0.80742	bm25
301	0	34317	250	0.807419	bm25
301	0	4743	251	0.807417	bm25
301	0	16126	252	0.807413	bm25
301	0	21748	253	0.807411	bm25
301	0	12824	254	0.807411	bm25
301	0	331600	255	0.80741	bm25
301	0	1549	256	0.80741	bm25
301	0	11407	257	0.80741	bm25
301	0	63957	258	0.807409	bm25
301	0	42038	259	0.807406	bm25
301	0	50083	260	0.807405	bm25
301	0	49499	261	0.807405	bm25
301	0	22522	262	0.807404	bm25
301	0	11668	263	0.807404	bm25
301	0	412425	264	0.807402	bm25
301	0	1898	265	0.8074	bm25
301	0	61191	266	0.807399	bm25
301	0	59310	267	0.807399	bm25
301	0	10603	268	0.807398	bm25
301	0	11058	269	0.807396	bm25
301	0	42512	270	0.807395	bm25
301	0	23533	271	0.807395	bm25
301	0	7900058	272	0.807394	bm25
301	0	0412890059	273	0.807394	bm25
301	0	24284	274	0.807391	bm25
301	0	16732	275	0.807389	bm25
301	0	8957	276	0.807385	bm25
301	0	50898	277	0.807385	bm25
301	0	45482	278	0.807384	bm25
301	0	61235	279	0.807381	bm25
301	0	8930	280	0.807377	bm25
301	0	39326	281	0.807377	bm25
301	0	57274	282	0.807377	bm25
301	0	61897	283	0.807375	bm25
301	0	30971	284	0.807373	bm25
301	0	41047	285	0.807372	bm25
301	0	21321	286	0.807371	bm25
301	0	1638	287	0.807369	bm25
301	0	40936	288	0.807368	bm25
301	0	17547	289	0.807366	bm25
301	0	35572	290	0.807365	bm25
301	0	0226890086	291	0.807364	bm25
301	0	31645	292	0.807364	bm25
301	0	59935	293	0.807363	bm25
301	0	12697	294	0.807363	bm25
301	0	342276	295	0.807356	bm25
301	0	45469	296	0.807356	bm25
301	0	890132	297	0.807355	bm25
301	0	50097	298	0.807355	bm25
301	0	21762	299	0.807355	bm25
301	0	323322	300	0.807354	bm25
301	0	68847	301	0.807351	bm25
301	0	33785	302	0.807351	bm25
301	0	17255	303	0.807348	bm25
301	0	38070	304	0.807346	bm25
301	0	9962	305	0.807344	bm25
301	0	36540	306	0.807344	bm25
301	0	0708890099	307	0.807337	bm25
301	0	3367	308	0.807337	bm25
301	0	3230	309	0.807337	bm25
301	0	26112	310	0.807335	bm25
301	0	23891	311	0.807334	bm25
301	0	18028	312	0.807333	bm25
301	0	25887	313	0.807329	bm25
301	0	36430	314	0.807327	bm25
301	0	9817	315	0.807324	bm25
301	0	0890096	316	0.807323	bm25
301	0	40300	317	0.807322	bm25
301	0	19223	318	0.807321	bm25
301	0	24362	319	0.807321	bm25
301	0	5890063	320	0.80732	bm25
301	0	4890053	321	0.807318	bm25
301	0	10474	322	0.807318	bm25
301	0	48968	323	0.807317	bm25
301	0	59284	324	0.807308	bm25
301	0	12212	325	0.807308	bm25
301	0	35272	326	0.807307	bm25
301	0	45919	327	0.807303	bm25
301	0	37791	328	0.807302	bm25
301	0	32965	329	0.8073	bm25
301	0	41737	330	0.807298	bm25
301	0	45239	331	0.807297	bm25
301	0	41339	332	0.807297	bm25
301	0	940318200081	333	0.807281	bm25
301	0	39702	334	0.807281	bm25
301	0	35560	335	0.807281	bm25
301	0	60066	336	0.807277	bm25
301	0	4741	337	0.807277	bm25
301	0	34993	338	0.807276	bm25
301	0	33862	339	0.807274	bm25
301	0	13094	340	0.807271	bm25
301	0	0922890123	341	0.807262	bm25
301	0	11207	342	0.807262	bm25
301	0	112381	343	0.807257	bm25
301	0	3303	344	0.807257	bm25
301	0	38593	345	0.807256	bm25
301	0	34836	346	0.807253	bm25
301	0	17422	347	0.807252	bm25
301	0	65501	348	0.807251	bm25
301	0	3728	349	0.807251	bm25
301	0	41538	350	0.807248	bm25
301	0	19283	351	0.807248	bm25
301	0	41398	352	0.807248	bm25
301	0	45511	353	0.807245	bm25
301	0	54944	354	0.807245	bm25
301	0	61238	355	0.807242	bm25
301	0	30988	356	0.80724	bm25
301	0	944000103	357	0.807236	bm25
301	0	17750	358	0.807235	bm25
301	0	62028	359	0.807231	bm25
301	0	0815890042	360	0.80723	bm25
301	0	68426	361	0.807229	bm25
301	0	21297	362	0.807227	bm25
301	0	13265	363	0.807226	bm25
301	0	9451	364	0.807224	bm25
301	0	47039	365	0.807223	bm25
301	0	34318	366	0.807223	bm25
301	0	316238	367	0.80722	bm25
301	0	41541	368	0.80722	bm25
301	0	2312	369	0.80722	bm25
301	0	4058	370	0.807218	bm25
301	0	39464	371	0.807216	bm25
301	0	16250	372	0.807215	bm25
301	0	21779	373	0.807215	bm25
301	0	18507	374	0.807215	bm25
301	0	35487	375	0.807214	bm25
301	0	21765	376	0.807211	bm25
301	0	53397	377	0.807209	bm25
301	0	45384	378	0.807209	bm25
301	0	17863	379	0.807205	bm25
301	0	941230200140	380	0.807202	bm25
301	0	17549	381	0.8072	bm25
301	0	55457	382	0.899	bm25
301	0	41832	383	0.899	bm25
301	0	46943	384	0.897	bm25
301	0	58540	385	0.896	bm25
301	0	42106	386	0.895	bm25
301	0	34994	387	0.895	bm25
301	0	13169	388	0.895	bm25
301	0	20551	389	0.89	bm25
301	0	12326	390	0.889	bm25
301	0	1890037	391	0.888	bm25
301	0	47244	392	0.888	bm25
301	0	20552	393	0.888	bm25
301	0	40986	394	0.885	bm25
301	0	49108	395	0.884	bm25
301	0	11360	396	0.882	bm25
301	0	0527900211	397	0.878	bm25
301	0	18764	398	0.875	bm25
301	0	33867	399	0.874	bm25
301	0	0615890043	400	0.87	bm25
301	0	47626	401	0.866	bm25
301	0	0226890109	402	0.861	bm25
301	0	46912	403	0.855	bm25
301	0	43285	404	0.848	bm25
301	0	241677	405	0.842	bm25
301	0	45417	406	0.84	bm25
301	0	24	407	0.834	bm25
301	0	40077	408	0.833	bm25
301	0	8326	409	0.827	bm25
301	0	43451	410	0.827	bm25
301	0	7844	411	0.82	bm25
301	0	59447	412	0.819	bm25
301	0	24143	413	0.817	bm25
301	0	216403	414	0.816	bm25
301	0	7716	415	0.813	bm25
301	0	21817	416	0.809	bm25
301	0	1628	417	0.808	bm25
301	0	47205	418	0.803	bm25
301	0	40416	419	0.80709	bm25
301	0	31847	420	0.807088	bm25
301	0	41840	421	0.807087	bm25
301	0	20088	422	0.807084	bm25
301	0	0902890	423	0.80708	bm25
301	0	0810890003	424	0.807078	bm25
301	0	18226	425	0.807076	bm25
301	0	14961	426	0.807075	bm25
301	0	19033	427	0.807066	bm25
301	0	35054	428	0.807056	bm25
301	0	58477	429	0.807055	bm25
301	0	41144	430	0.807045	bm25
301	0	40176	431	0.807045	bm25
301	0	42953	432	0.807045	bm25
301	0	42843	433	0.807039	bm25
301	0	12547	434	0.807036	bm25
301	0	0118890010	435	0.807028	bm25
301	0	35561	436	0.807021	bm25
301	0	68499	437	0.807018	bm25
301	0	39555	438	0.807013	bm25
301	0	26887	439	0.807	bm25
301	0	60256	440	0.806998	bm25
301	0	13584	441	0.806997	bm25
301	0	336786	442	0.80699	bm25
301	0	10342	443	0.80699	bm25
301	0	54945	444	0.806985	bm25
301	0	1412	445	0.806985	bm25
301	0	14453	446	0.806982	bm25
301	0	0609890165	447	0.806977	bm25
301	0	34879	448	0.806975	bm25
301	0	25065	449	0.806965	bm25
301	0	42779	450	0.806963	bm25
301	0	26645	451	0.806959	bm25
301	0	46851	452	0.806949	bm25
301	0	39881	453	0.806949	bm25
301	0	31987	454	0.806945	bm25
301	0	41158	455	0.806945	bm25
301	0	940202200156	456	0.806942	bm25
301	0	22675	457	0.806913	bm25
301	0	238255	458	0.806902	bm25
301	0	18802	459	0.806899	bm25
301	0	342699	460	0.806895	bm25
301	0	45789	461	0.806892	bm25
301	0	21938	462	0.806891	bm25
301	0	40720	463	0.806888	bm25
301	0	21037	464	0.806877	bm25
301	0	40932	465	0.806876	bm25
301	0	47199	466	0.806872	bm25
301	0	64135	467	0.806866	bm25
301	0	48178	468	0.806859	bm25
301	0	14486	469	0.806859	bm25
301	0	67149	470	0.806857	bm25
301	0	15109	471	0.806855	bm25
301	0	19897	472	0.806855	bm25
301	0	32923	473	0.806841	bm25
301	0	33367	474	0.80684	bm25
301	0	42829	475	0.806838	bm25
301	0	55966	476	0.806825	bm25
301	0	0127890141	477	0.806818	bm25
301	0	10310	478	0.806813	bm25
301	0	112704	479	0.80681	bm25
301	0	7622	480	0.806794	bm25
301	0	1029890026	481	0.80679	bm25
301	0	34619	482	0.80679	bm25
301	0	34775	483	0.806789	bm25
301	0	232348	484	0.806784	bm25
301	0	0211890023	485	0.806778	bm25
301	0	64343	486	0.806776	bm25
301	0	48161	487	0.806774	bm25
301	0	333047	488	0.806773	bm25
301	0	52053	489	0.806761	bm25
301	0	41122	490	0.806751	bm25
301	0	41194	491	0.80675	bm25
301	0	40481	492	0.806742	bm25
301	0	1863	493	0.806731	bm25
301	0	26128	494	0.806723	bm25
301	0	14319	495	0.806723	bm25
301	0	317811	496	0.80672	bm25
301	0	24337	497	0.80672	bm25
301	0	0629900042	498	0.806719	bm25
301	0	32545	499	0.806716	bm25
301	0	47087	500	0.806708	bm25
301	0	40934	501	0.806705	bm25
301	0	51017	502	0.806702	bm25
301	0	41396	503	0.806696	bm25
301	0	1212900151	504	0.806695	bm25
301	0	40745	505	0.806689	bm25
301	0	1842	506	0.806684	bm25
301	0	33695	507	0.806665	bm25
301	0	0113890047	508	0.806654	bm25
301	0	45169	509	0.806633	bm25
301	0	3049	510	0.806629	bm25
301	0	237572	511	0.806627	bm25
301	0	68544	512	0.80662	bm25
301	0	47044	513	0.806618	bm25
301	0	32179	514	0.806618	bm25
301	0	10965	515	0.806616	bm25
301	0	30614	516	0.806612	bm25
301	0	61760	517	0.806606	bm25
301	0	1764	518	0.806606	bm25
301	0	59328	519	0.806601	bm25
301	0	0215900074	520	0.80658	bm25
301	0	23302	521	0.806571	bm25
301	0	486	522	0.806568	bm25
301	0	1495	523	0.806564	bm25
301	0	31480	524	0.806554	bm25
301	0	67273	525	0.806547	bm25
301	0	22220	526	0.806544	bm25
301	0	59285	527	0.80654	bm25
301	0	336971	528	0.806536	bm25
301	0	25028	529	0.806525	bm25
301	0	58056	530	0.806519	bm25
301	0	35563	531	0.806511	bm25
301	0	26914	532	0.806507	bm25
301	0	13450	533	0.806501	bm25
301	0	4077	534	0.8065	bm25
301	0	30799	535	0.80649	bm25
301	0	46076	536	0.806483	bm25
301	0	9462	537	0.806481	bm25
301	0	25796	538	0.806475	bm25
301	0	48674	539	0.806461	bm25
301	0	3211043	540	0.80646	bm25
301	0	16454	541	0.806453	bm25
301	0	27358	542	0.80645	bm25
301	0	24386	543	0.806448	bm25
301	0	45757	544	0.80644	bm25
301	0	58055	545	0.806436	bm25
301	0	58025	546	0.806436	bm25
301	0	56333	547	0.806434	bm25
301	0	49182	548	0.806433	bm25
301	0	13273	549	0.806431	bm25
301	0	61270	550	0.806429	bm25
301	0	940202200151	551	0.806414	bm25
301	0	941230200143	552	0.806408	bm25
301	0	326802	553	0.806402	bm25
301	0	26902	554	0.8064	bm25
301	0	26127	555	0.806388	bm25
301	0	27330	556	0.806387	bm25
301	0	940429000267	557	0.806386	bm25
301	0	66122	558	0.806385	bm25
301	0	0421900030	559	0.806384	bm25
301	0	18470	560	0.806384	bm25
301	0	38408	561	0.806379	bm25
301	0	0826900034	562	0.806375	bm25
301	0	50387	563	0.806374	bm25
301	0	25951	564	0.806371	bm25
301	0	25723	565	0.806366	bm25
301	0	0629900116	566	0.806347	bm25
301	0	50956	567	0.806347	bm25
301	0	41503	568	0.806344	bm25
301	0	17355	569	0.806344	bm25
301	0	0429890003	570	0.806335	bm25
301	0	61148	571	0.806326	bm25
301	0	41136	572	0.806308	bm25
301	0	26815	573	0.806299	bm25
301	0	9013	574	0.806297	bm25
301	0	12184	575	0.806294	bm25
301	0	0119900147	576	0.80629	bm25
301	0	68427	577	0.806285	bm25
301	0	56064	578	0.806277	bm25
301	0	0321900140	579	0.806269	bm25
301	0	30866	580	0.806266	bm25
301	0	47281	581	0.806264	bm25
301	0	0525900027	582	0.806261	bm25
301	0	941230200152	583	0.806257	bm25
301	0	5890048	584	0.806255	bm25
301	0	60984	585	0.806249	bm25
301	0	0115900011	586	0.806242	bm25
301	0	37833	587	0.806238	bm25
301	0	41572	588	0.80623	bm25
301	0	41486	589	0.80623	bm25
301	0	40935	590	0.806215	bm25
301	0	41661	591	0.806206	bm25
301	0	41653	592	0.806206	bm25
301	0	6453	593	0.806205	bm25
301	0	214265	594	0.806198	bm25
301	0	0925900096	595	0.806194	bm25
301	0	7688	596	0.806193	bm25
301	0	24453	597	0.806188	bm25
301	0	21769	598	0.806167	bm25
301	0	22214	599	0.806166	bm25
301	0	37425	600	0.806154	bm25
301	0	52075	601	0.806154	bm25
301	0	35179	602	0.806144	bm25
301	0	23162	603	0.806105	bm25
301	0	0410900110	604	0.806081	bm25
301	0	42405	605	0.806076	bm25
301	0	38097	606	0.80607	bm25
301	0	3074	607	0.806064	bm25
301	0	2314709	608	0.806056	bm25
301	0	19432	609	0.806042	bm25
301	0	41349	610	0.80603	bm25
301	0	45601	611	0.806018	bm25
301	0	2115491	612	0.805985	bm25
301	0	12190	613	0.805974	bm25
301	0	63904	614	0.80597	bm25
301	0	13842	615	0.805969	bm25
301	0	20985	616	0.805951	bm25
301	0	0831890196	617	0.805929	bm25
301	0	4890139	618	0.805925	bm25
301	0	60254	619	0.805918	bm25
301	0	67268	620	0.805917	bm25
301	0	0130890077	621	0.80591	bm25
301	0	0209890127	622	0.805906	bm25
301	0	6661	623	0.805889	bm25
301	0	0212890192	624	0.805877	bm25
301	0	415315	625	0.80583	bm25
301	0	20045	626	0.805829	bm25
301	0	43697	627	0.805828	bm25
301	0	25902	628	0.805818	bm25
301	0	1205890108	629	0.805783	bm25
301	0	336966	630	0.80578	bm25
301	0	12835	631	0.80578	bm25
301	0	10513	632	0.805771	bm25
301	0	45599	633	0.805762	bm25
301	0	237896	634	0.805761	bm25
301	0	0811890096	635	0.805759	bm25
301	0	3311233	636	0.805748	bm25
301	0	50061	637	0.805748	bm25
301	0	0621900166	638	0.80574	bm25
301	0	34424	639	0.805735	bm25
301	0	40001	640	0.805729	bm25
301	0	0921900001	641	0.805723	bm25
301	0	43791	642	0.805723	bm25
301	0	41803	643	0.805717	bm25
301	0	41216	644	0.805713	bm25
301	0	21687	645	0.805709	bm25
301	0	19181	646	0.805683	bm25
301	0	0313900092	647	0.805665	bm25
301	0	12298	648	0.805639	bm25
301	0	317073	649	0.805603	bm25
301	0	3463	650	0.805548	bm25
301	0	56440	651	0.805544	bm25
301	0	40307	652	0.805542	bm25
301	0	3225	653	0.805526	bm25
301	0	9678	654	0.805508	bm25
301	0	0324890185	655	0.805503	bm25
301	0	58903	656	0.805499	bm25
301	0	34833	657	0.80548	bm25
301	0	21884	658	0.805472	bm25
301	0	30843	659	0.805467	bm25
301	0	336970	660	0.80546	bm25
301	0	40930	661	0.80545	bm25
301	0	411402	662	0.805411	bm25
301	0	1796	663	0.805409	bm25
301	0	34508	664	0.805407	bm25
301	0	57451	665	0.805392	bm25
301	0	0413900083	666	0.805342	bm25
301	0	67129	667	0.805341	bm25
301	0	40103	668	0.805341	bm25
301	0	336158	669	0.805331	bm25
301	0	4900082	670	0.805329	bm25
301	0	0426900010	671	0.805328	bm25
301	0	233929	672	0.805324	bm25
301	0	41212	673	0.805321	bm25
301	0	2326	674	0.805316	bm25
301	0	24072	675	0.805247	bm25
301	0	312746	676	0.805246	bm25
301	0	0301900115	677	0.805244	bm25
301	0	63249	678	0.805238	bm25
301	0	0207890123	679	0.805219	bm25
301	0	13186	680	0.805199	bm25
301	0	21105	681	0.805194	bm25
301	0	49289	682	0.805191	bm25
301	0	12285	683	0.80518	bm25
301	0	10871	684	0.805166	bm25
301	0	25901	685	0.805154	bm25
301	0	940217100099	686	0.805138	bm25
301	0	67046	687	0.805127	bm25
301	0	63597	688	0.805018	bm25
301	0	62200	689	0.805004	bm25
301	0	24633	690	0.805	bm25
301	0	12394	691	0.804956	bm25
301	0	941100026	692	0.804947	bm25
301	0	940429000132	693	0.804881	bm25
301	0	39977	694	0.804866	bm25
301	0	47200	695	0.804861	bm25
301	0	11440	696	0.804851	bm25
301	0	45240	697	0.804836	bm25
301	0	20957	698	0.804828	bm25
301	0	0912900088	699	0.804819	bm25
301	0	10734	700	0.804796	bm25
301	0	0314900120	701	0.804794	bm25
301	0	2312649	702	0.804779	bm25
301	0	13841	703	0.804769	bm25
301	0	68846	704	0.804758	bm25
301	0	46905	705	0.804753	bm25
301	0	2048	706	0.804753	bm25
301	0	3417376	707	0.804743	bm25
301	0	54917	708	0.804716	bm25
301	0	13962	709	0.804673	bm25
301	0	0621890131	710	0.804671	bm25
301	0	0830890083	711	0.804659	bm25
301	0	0628900	712	0.804633	bm25
301	0	38037	713	0.804615	bm25
301	0	22721	714	0.804598	bm25
301	0	50209	715	0.804596	bm25
301	0	4923	716	0.804592	bm25
301	0	12450	717	0.804589	bm25
301	0	2113664	718	0.80452	bm25
301	0	0313900115	719	0.804498	bm25
301	0	16459	720	0.804494	bm25
301	0	51588	721	0.804476	bm25
301	0	44950	722	0.804467	bm25
301	0	17426	723	0.804439	bm25
301	0	12201	724	0.80443	bm25
301	0	56524	725	0.804423	bm25
301	0	41962	726	0.804406	bm25
301	0	58058	727	0.804404	bm25
301	0	58028	728	0.804404	bm25
301	0	51166	729	0.804396	bm25
301	0	50993	730	0.804387	bm25
301	0	16728	731	0.804373	bm25
301	0	12208	732	0.80437	bm25
301	0	51766	733	0.804362	bm25
301	0	0731890028	734	0.804326	bm25
301	0	449	735	0.804269	bm25
301	0	0624900038	736	0.80422	bm25
301	0	214299	737	0.804201	bm25
301	0	16446	738	0.804201	bm25
301	0	34258	739	0.804145	bm25
301	0	17807	740	0.804128	bm25
301	0	40877	741	0.804123	bm25
301	0	0411890037	742	0.80412	bm25
301	0	53215	743	0.804112	bm25
301	0	25476	744	0.804062	bm25
301	0	12268	745	0.804057	bm25
301	0	27690	746	0.804036	bm25
301	0	26727	747	0.804031	bm25
301	0	54540	748	0.804027	bm25
301	0	68768	749	0.804016	bm25
301	0	23404	750	0.804	bm25
301	0	12853	751	0.803974	bm25
301	0	318201	752	0.803938	bm25
301	0	1130900091	753	0.803936	bm25
301	0	2514	754	0.803918	bm25
301	0	22300	755	0.803918	bm25
301	0	50835	756	0.803914	bm25
301	0	0930890101	757	0.803894	bm25
301	0	14242	758	0.803841	bm25
301	0	18609	759	0.803831	bm25
301	0	12475	760	0.80383	bm25
301	0	13844	761	0.803824	bm25
301	0	50907	762	0.803799	bm25
301	0	2498	763	0.803777	bm25
301	0	17210	764	0.803766	bm25
301	0	0301900210	765	0.803743	bm25
301	0	21743	766	0.803718	bm25
301	0	45140	767	0.803714	bm25
301	0	940202200148	768	0.803671	bm25
301	0	12196	769	0.803668	bm25
